"","months_as_customer","age","policy_number","policy_bind_date","insured_zip","insured_sex","insured_education_level","insured_occupation","insured_relationship","incident_date","incident_type","collision_type","incident_severity","incident_state","incident_city","incident_hour_of_the_day","number_of_vehicles_involved","total_claim_amount","auto_make","auto_model","auto_year","fraud_reported"
"745",373,55,398683,2007-04-30,444626,"MALE","MD","sales","own-child",2015-01-19,"Multi-vehicle Collision","Rear Collision","Major Damage","SC","Arlington",21,"4",412,"Dodge","RAM",2007,1
"746",258,41,605100,2001-02-15,601206,"MALE","Masters","exec-managerial","unmarried",2015-02-08,"Multi-vehicle Collision","Rear Collision","Major Damage","NC","Riverwood",0,"3",669,"Mercedes","C300",2008,1
"747",255,39,143109,2001-07-09,470389,"FEMALE","PhD","armed-forces","not-in-family",2015-01-07,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Springfield",17,"3",126,"Audi","A3",2010,0
"748",37,31,230223,2008-09-06,615218,"FEMALE","MD","sales","own-child",2015-02-13,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Northbend",21,"3",613,"Dodge","RAM",1995,0
"749",322,44,769602,2004-12-19,606249,"FEMALE","College","machine-op-inspct","husband",2015-02-15,"Multi-vehicle Collision","Side Collision","Major Damage","NY","Northbrook",20,"3",252,"Jeep","Wrangler",2010,0
"750",204,38,420815,2000-11-15,616161,"FEMALE","MD","tech-support","wife",2015-02-14,"Single Vehicle Collision","Side Collision","Total Loss","SC","Northbrook",5,"1",725,"Ford","F150",2003,0
"751",76,31,973546,2007-03-14,442335,"FEMALE","Associate","priv-house-serv","not-in-family",2015-01-31,"Vehicle Theft","No collision","Minor Damage","WV","Northbrook",7,"1",105,"Mercedes","E400",1995,0
"752",193,40,608039,2004-12-28,604952,"FEMALE","PhD","handlers-cleaners","not-in-family",2015-01-28,"Single Vehicle Collision","Side Collision","Minor Damage","NY","Columbus",6,"1",460,"Accura","TL",2001,0
"753",405,55,250162,1999-07-05,441533,"MALE","PhD","machine-op-inspct","unmarried",2015-03-01,"Multi-vehicle Collision","Rear Collision","Minor Damage","NC","Northbend",2,"4",163,"Chevrolet","Tahoe",1997,0
"754",435,58,786432,1997-11-15,471784,"MALE","JD","sales","not-in-family",2015-01-10,"Multi-vehicle Collision","Rear Collision","Total Loss","NY","Columbus",19,"3",180,"Mercedes","E400",2004,0
"755",54,35,445195,2010-09-27,453265,"FEMALE","MD","protective-serv","unmarried",2015-02-25,"Multi-vehicle Collision","Side Collision","Minor Damage","VA","Springfield",21,"3",648,"Nissan","Maxima",2012,0
"756",144,35,938634,1993-08-30,444922,"MALE","High School","machine-op-inspct","wife",2015-01-30,"Multi-vehicle Collision","Side Collision","Major Damage","WV","Springfield",3,"3",710,"Dodge","Neon",1995,0
"757",92,32,482495,1998-01-29,474324,"MALE","Masters","prof-specialty","husband",2015-02-06,"Single Vehicle Collision","Rear Collision","Total Loss","WV","Columbus",22,"1",305,"Jeep","Wrangler",1996,0
"758",173,36,796005,2007-08-18,441298,"MALE","College","machine-op-inspct","unmarried",2015-02-08,"Single Vehicle Collision","Rear Collision","Total Loss","SC","Springfield",22,"1",288,"Accura","MDX",1995,0
"759",436,60,910604,1992-04-14,446606,"MALE","High School","prof-specialty","wife",2015-01-13,"Single Vehicle Collision","Front Collision","Minor Damage","VA","Arlington",16,"1",676,"Saab","93",2005,0
"760",155,35,327488,1993-08-09,459537,"FEMALE","Associate","protective-serv","not-in-family",2015-01-18,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Northbrook",0,"1",242,"Nissan","Maxima",1997,0
"761",78,31,715202,1991-04-02,440757,"FEMALE","Masters","armed-forces","unmarried",2015-03-01,"Multi-vehicle Collision","Side Collision","Minor Damage","NY","Hillsdale",1,"3",292,"Nissan","Maxima",1997,0
"762",440,57,648852,2007-03-15,604948,"MALE","College","protective-serv","wife",2015-02-02,"Multi-vehicle Collision","Rear Collision","Major Damage","SC","Arlington",19,"3",517,"Jeep","Wrangler",2007,1
"763",264,43,516959,2010-05-01,433275,"MALE","PhD","craft-repair","wife",2015-01-20,"Multi-vehicle Collision","Rear Collision","Major Damage","NY","Columbus",0,"3",414,"Jeep","Wrangler",2015,1
"764",66,30,984456,2003-06-24,608309,"FEMALE","College","adm-clerical","wife",2015-01-24,"Multi-vehicle Collision","Front Collision","Major Damage","SC","Arlington",2,"3",488,"Volkswagen","Passat",2015,1
"765",366,50,801331,1990-07-08,462767,"FEMALE","High School","handlers-cleaners","husband",2015-01-04,"Multi-vehicle Collision","Rear Collision","Minor Damage","NY","Arlington",5,"3",545,"Mercedes","C300",2012,0
"766",188,37,786103,1994-09-24,471785,"FEMALE","JD","adm-clerical","own-child",2015-01-17,"Single Vehicle Collision","Rear Collision","Total Loss","SC","Columbus",6,"1",212,"Suburu","Forrestor",2003,0
"767",224,39,684193,2012-06-20,601397,"FEMALE","JD","prof-specialty","other-relative",2015-02-04,"Multi-vehicle Collision","Rear Collision","Total Loss","VA","Riverwood",21,"3",432,"Suburu","Impreza",2007,0
"768",253,46,247505,2006-04-19,477636,"FEMALE","MD","transport-moving","husband",2015-02-14,"Multi-vehicle Collision","Front Collision","Major Damage","NY","Columbus",11,"3",472,"Jeep","Wrangler",2001,0
"769",446,61,259792,1999-04-07,441967,"FEMALE","High School","adm-clerical","unmarried",2015-01-07,"Single Vehicle Collision","Rear Collision","Minor Damage","VA","Springfield",3,"1",547,"Suburu","Forrestor",2007,0
"770",169,37,185124,2001-12-07,454776,"MALE","JD","armed-forces","other-relative",2015-02-02,"Multi-vehicle Collision","Side Collision","Total Loss","SC","Northbrook",4,"3",372,"Audi","A5",2005,0
"771",255,46,760700,2006-11-25,431532,"FEMALE","JD","prof-specialty","own-child",2015-01-12,"Multi-vehicle Collision","Front Collision","Minor Damage","WV","Northbrook",2,"3",371,"Volkswagen","Jetta",2011,0
"772",209,39,362407,1996-12-06,614169,"MALE","PhD","transport-moving","husband",2015-01-01,"Single Vehicle Collision","Side Collision","Minor Damage","VA","Northbrook",22,"1",160,"Chevrolet","Silverado",1995,0
"773",210,37,389525,2012-07-10,601425,"FEMALE","MD","tech-support","own-child",2015-02-22,"Single Vehicle Collision","Front Collision","Total Loss","NY","Northbend",8,"1",451,"Toyota","Highlander",2000,0
"774",174,33,179538,2014-04-07,477346,"FEMALE","College","farming-fishing","own-child",2015-01-16,"Multi-vehicle Collision","Rear Collision","Total Loss","WV","Northbrook",14,"3",202,"Saab","93",1995,0
"775",70,28,265437,2003-10-11,613587,"MALE","High School","machine-op-inspct","husband",2015-01-28,"Multi-vehicle Collision","Side Collision","Minor Damage","WV","Arlington",14,"4",131,"Toyota","Camry",2006,0
"776",89,32,266247,2015-01-17,620358,"FEMALE","MD","tech-support","not-in-family",2015-01-23,"Parked Car","No collision","Trivial Damage","WV","Northbrook",5,"1",1,"Audi","A3",2002,0
"777",458,61,921851,1992-12-07,617699,"FEMALE","High School","protective-serv","other-relative",2015-02-25,"Single Vehicle Collision","Front Collision","Minor Damage","WV","Columbus",18,"1",351,"Volkswagen","Passat",2003,0
"778",239,40,488724,2004-11-29,430567,"FEMALE","JD","sales","own-child",2015-02-11,"Multi-vehicle Collision","Rear Collision","Total Loss","NC","Springfield",20,"3",539,"Dodge","Neon",2003,0
"779",161,38,192524,2004-01-02,439870,"MALE","PhD","priv-house-serv","not-in-family",2015-01-03,"Multi-vehicle Collision","Front Collision","Total Loss","WV","Springfield",0,"3",409,"Volkswagen","Jetta",2003,0
"780",446,61,338070,2006-01-25,438837,"FEMALE","High School","tech-support","wife",2015-01-30,"Multi-vehicle Collision","Rear Collision","Minor Damage","NC","Hillsdale",1,"3",665,"Nissan","Ultima",2005,0
"781",476,61,865607,1993-04-18,458997,"FEMALE","Masters","handlers-cleaners","not-in-family",2015-01-18,"Single Vehicle Collision","Front Collision","Total Loss","WV","Hillsdale",10,"1",251,"Suburu","Legacy",2009,0
"782",70,29,963285,2006-12-09,604147,"FEMALE","MD","armed-forces","other-relative",2015-01-04,"Single Vehicle Collision","Front Collision","Minor Damage","NC","Riverwood",12,"1",533,"Dodge","RAM",2009,0
"783",233,41,728491,1997-08-30,606638,"FEMALE","Associate","tech-support","other-relative",2015-01-20,"Vehicle Theft","No collision","Minor Damage","NY","Springfield",6,"1",20,"Chevrolet","Malibu",2011,0
"784",122,33,553436,1991-06-03,619620,"MALE","PhD","other-service","husband",2015-02-12,"Parked Car","No collision","Trivial Damage","NY","Hillsdale",1,"1",44,"Nissan","Ultima",2003,0
"785",335,48,440616,1995-09-06,441671,"FEMALE","MD","machine-op-inspct","wife",2015-02-19,"Multi-vehicle Collision","Front Collision","Total Loss","WV","Columbus",21,"3",149,"BMW","X5",2005,1
"786",257,40,463237,2000-02-09,610381,"MALE","Associate","machine-op-inspct","husband",2015-02-21,"Multi-vehicle Collision","Front Collision","Major Damage","NY","Columbus",3,"3",258,"Ford","Fusion",2008,1
"787",85,27,753452,1996-07-23,602416,"MALE","College","priv-house-serv","unmarried",2015-02-02,"Multi-vehicle Collision","Rear Collision","Minor Damage","NY","Northbend",14,"4",386,"Toyota","Camry",2012,0
"788",133,30,920554,2005-09-21,459562,"MALE","College","adm-clerical","husband",2015-02-01,"Multi-vehicle Collision","Front Collision","Minor Damage","SC","Riverwood",19,"3",124,"Dodge","Neon",2007,0
"789",119,34,594783,2011-12-30,463271,"FEMALE","College","tech-support","wife",2015-01-08,"Single Vehicle Collision","Front Collision","Major Damage","OH","Springfield",7,"1",218,"Honda","Civic",1998,1
"790",169,34,725330,1996-07-21,458132,"FEMALE","JD","sales","not-in-family",2015-01-16,"Single Vehicle Collision","Rear Collision","Minor Damage","VA","Arlington",0,"1",164,"Volkswagen","Passat",2012,0
"791",225,39,607259,1996-04-08,448949,"MALE","Masters","tech-support","other-relative",2015-02-20,"Parked Car","No collision","Trivial Damage","SC","Northbrook",6,"1",65,"Nissan","Pathfinder",2011,0
"792",84,32,979336,2001-03-04,603732,"FEMALE","Associate","prof-specialty","husband",2015-01-30,"Single Vehicle Collision","Rear Collision","Total Loss","NY","Northbend",0,"1",362,"BMW","X6",1995,1
"793",169,39,865201,2001-10-19,608929,"MALE","High School","armed-forces","husband",2015-01-19,"Multi-vehicle Collision","Rear Collision","Total Loss","VA","Riverwood",9,"3",221,"Suburu","Legacy",2015,0
"794",124,32,140977,2006-08-18,469875,"FEMALE","Masters","farming-fishing","wife",2015-02-25,"Single Vehicle Collision","Side Collision","Total Loss","NY","Columbus",23,"1",369,"Toyota","Camry",2003,0
"795",320,48,787351,2013-04-28,443342,"MALE","College","transport-moving","not-in-family",2015-01-24,"Multi-vehicle Collision","Front Collision","Minor Damage","WV","Northbrook",13,"3",348,"Saab","95",1995,0
"796",297,47,272330,2009-11-29,456363,"MALE","MD","adm-clerical","unmarried",2015-01-16,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Columbus",0,"3",206,"Jeep","Grand Cherokee",1999,0
"797",421,56,728025,1990-02-15,470826,"MALE","Masters","machine-op-inspct","own-child",2015-01-12,"Single Vehicle Collision","Rear Collision","Major Damage","NY","Hillsdale",7,"1",733,"Mercedes","E400",2004,1
"798",136,33,804608,2002-04-12,458582,"FEMALE","PhD","craft-repair","not-in-family",2015-01-04,"Single Vehicle Collision","Side Collision","Minor Damage","NC","Northbrook",23,"1",129,"Toyota","Corolla",2015,0
"799",46,24,718829,1999-02-21,454480,"FEMALE","High School","armed-forces","unmarried",2015-02-02,"Single Vehicle Collision","Side Collision","Major Damage","NY","Northbrook",7,"1",355,"Toyota","Camry",1999,0
"800",34,24,482404,2011-06-18,435632,"FEMALE","MD","armed-forces","own-child",2015-02-01,"Parked Car","No collision","Trivial Damage","VA","Hillsdale",20,"1",26,"Audi","A3",1998,0
"801",95,30,331170,1995-03-26,442206,"MALE","College","transport-moving","unmarried",2015-02-14,"Single Vehicle Collision","Rear Collision","Minor Damage","SC","Arlington",22,"1",145,"Accura","MDX",1999,0
"802",140,36,753056,1991-05-03,468303,"FEMALE","JD","armed-forces","not-in-family",2015-02-08,"Multi-vehicle Collision","Rear Collision","Minor Damage","NY","Riverwood",10,"3",651,"Chevrolet","Tahoe",2000,0
"803",200,34,910365,2001-12-19,467762,"FEMALE","College","prof-specialty","other-relative",2015-01-22,"Single Vehicle Collision","Front Collision","Total Loss","NY","Arlington",10,"1",346,"Chevrolet","Malibu",2009,0
"804",123,29,379268,2012-08-05,447188,"FEMALE","Masters","machine-op-inspct","not-in-family",2015-01-14,"Single Vehicle Collision","Rear Collision","Minor Damage","NC","Arlington",17,"1",579,"Volkswagen","Jetta",2014,1
"805",267,46,362843,2004-08-09,469438,"MALE","MD","craft-repair","unmarried",2015-02-03,"Parked Car","No collision","Trivial Damage","WV","Arlington",3,"1",42,"Toyota","Camry",1995,0
"806",290,42,135400,2014-01-20,462519,"MALE","Masters","machine-op-inspct","own-child",2015-01-20,"Single Vehicle Collision","Rear Collision","Minor Damage","WV","Hillsdale",10,"1",237,"Saab","95",2013,0
"807",45,37,798579,2011-12-19,432534,"MALE","College","prof-specialty","wife",2015-01-01,"Single Vehicle Collision","Side Collision","Major Damage","SC","Arlington",1,"1",290,"Nissan","Pathfinder",2005,0
"808",186,38,250833,2008-07-28,436467,"FEMALE","JD","protective-serv","unmarried",2015-02-02,"Multi-vehicle Collision","Rear Collision","Minor Damage","NY","Springfield",1,"3",586,"Audi","A3",1995,0
"809",135,34,824116,1998-05-05,465674,"FEMALE","JD","protective-serv","other-relative",2015-01-23,"Single Vehicle Collision","Side Collision","Total Loss","NC","Northbend",7,"1",637,"Audi","A3",2009,0
"810",110,33,322613,1995-04-16,442389,"MALE","Associate","other-service","husband",2015-01-26,"Single Vehicle Collision","Rear Collision","Major Damage","VA","Northbend",19,"1",335,"Saab","93",2015,1
"811",259,43,871305,1992-02-14,471614,"FEMALE","PhD","handlers-cleaners","own-child",2015-01-02,"Multi-vehicle Collision","Side Collision","Total Loss","NY","Northbend",3,"3",358,"Ford","Fusion",2012,0
"812",114,30,488037,2007-07-11,442936,"FEMALE","Masters","protective-serv","husband",2015-02-25,"Vehicle Theft","No collision","Minor Damage","WV","Arlington",3,"1",37,"Chevrolet","Malibu",2013,0
"813",404,56,485813,2010-04-07,437944,"FEMALE","Masters","transport-moving","not-in-family",2015-01-15,"Single Vehicle Collision","Front Collision","Minor Damage","VA","Hillsdale",23,"1",301,"Accura","MDX",2005,1
"814",282,48,886473,1991-03-10,473705,"FEMALE","MD","prof-specialty","husband",2015-02-09,"Vehicle Theft","No collision","Minor Damage","WV","Springfield",7,"1",17,"Accura","MDX",2013,0
"815",57,25,907113,1996-01-20,469363,"FEMALE","Masters","tech-support","own-child",2015-01-16,"Multi-vehicle Collision","Front Collision","Total Loss","VA","Riverwood",0,"3",577,"Nissan","Maxima",2010,0
"816",215,38,833321,2010-03-01,465376,"FEMALE","PhD","craft-repair","unmarried",2015-02-01,"Single Vehicle Collision","Rear Collision","Total Loss","SC","Arlington",10,"1",552,"Volkswagen","Passat",2008,0
"817",140,30,521592,2014-06-15,438775,"FEMALE","College","adm-clerical","wife",2015-02-10,"Multi-vehicle Collision","Side Collision","Minor Damage","SC","Columbus",4,"4",402,"Nissan","Pathfinder",2006,0
"818",250,42,254837,2004-11-25,457962,"MALE","High School","exec-managerial","husband",2015-01-03,"Single Vehicle Collision","Rear Collision","Major Damage","SC","Columbus",16,"1",597,"Ford","Fusion",2009,1
"819",286,41,634499,2000-08-26,477947,"MALE","College","prof-specialty","wife",2015-01-01,"Vehicle Theft","No collision","Trivial Damage","WV","Northbend",3,"1",27,"Chevrolet","Malibu",2009,0
"820",356,47,574707,2005-08-23,431104,"MALE","High School","prof-specialty","husband",2015-02-23,"Single Vehicle Collision","Side Collision","Minor Damage","SC","Columbus",5,"1",425,"Dodge","RAM",2009,0
"821",65,29,476839,1990-08-09,456570,"MALE","High School","other-service","own-child",2015-01-28,"Vehicle Theft","No collision","Trivial Damage","VA","Hillsdale",14,"1",93,"Audi","A5",1999,0
"822",187,34,149601,2003-03-28,612986,"FEMALE","PhD","machine-op-inspct","not-in-family",2015-02-22,"Multi-vehicle Collision","Side Collision","Minor Damage","NY","Arlington",7,"3",213,"Nissan","Pathfinder",2011,0
"823",386,53,630683,2007-10-23,615730,"MALE","JD","craft-repair","not-in-family",2015-01-03,"Single Vehicle Collision","Front Collision","Minor Damage","WV","Northbend",16,"1",497,"Honda","Civic",2006,0
"824",197,41,500639,1996-06-27,478640,"FEMALE","PhD","prof-specialty","not-in-family",2015-01-10,"Single Vehicle Collision","Front Collision","Major Damage","NC","Northbrook",6,"1",612,"Volkswagen","Jetta",1997,1
"825",166,37,352120,1994-12-11,470510,"FEMALE","MD","craft-repair","not-in-family",2015-01-25,"Single Vehicle Collision","Rear Collision","Total Loss","PA","Riverwood",10,"1",377,"Ford","F150",2001,0
"826",293,49,569245,1995-12-05,439360,"FEMALE","JD","transport-moving","husband",2015-01-10,"Single Vehicle Collision","Front Collision","Total Loss","SC","Riverwood",19,"1",363,"Volkswagen","Passat",2002,0
"827",179,32,907012,1996-12-15,440251,"FEMALE","PhD","priv-house-serv","own-child",2015-01-28,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Arlington",10,"1",301,"Suburu","Impreza",2006,0
"828",76,24,700074,2011-06-06,600313,"FEMALE","MD","priv-house-serv","husband",2015-02-18,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Riverwood",6,"3",596,"Suburu","Forrestor",1997,0
"829",105,28,866805,1995-12-13,452216,"FEMALE","Associate","prof-specialty","own-child",2015-01-24,"Multi-vehicle Collision","Rear Collision","Major Damage","SC","Riverwood",12,"3",410,"Audi","A5",1995,0
"830",97,26,951863,1997-10-28,478532,"MALE","Masters","protective-serv","unmarried",2015-01-20,"Multi-vehicle Collision","Side Collision","Total Loss","NC","Riverwood",10,"3",692,"Jeep","Wrangler",2006,1
"831",148,36,211578,1996-01-04,616929,"FEMALE","MD","adm-clerical","own-child",2015-01-10,"Single Vehicle Collision","Side Collision","Total Loss","PA","Northbrook",0,"1",417,"Dodge","Neon",2009,0
"832",77,26,357394,2008-05-09,620207,"MALE","JD","exec-managerial","other-relative",2015-01-07,"Multi-vehicle Collision","Rear Collision","Major Damage","NY","Hillsdale",12,"3",529,"Audi","A5",2009,1
"833",295,46,863749,2009-12-05,605743,"FEMALE","JD","prof-specialty","own-child",2015-01-16,"Vehicle Theft","No collision","Minor Damage","VA","Arlington",10,"1",34,"Nissan","Pathfinder",2007,0
"834",126,28,596914,1992-01-05,472814,"FEMALE","JD","machine-op-inspct","other-relative",2015-01-01,"Multi-vehicle Collision","Rear Collision","Total Loss","WV","Northbend",3,"4",512,"Ford","F150",2011,0
"835",132,32,684653,1997-11-15,464362,"MALE","PhD","other-service","wife",2015-01-07,"Vehicle Theft","No collision","Minor Damage","SC","Riverwood",21,"1",59,"Suburu","Legacy",2005,0
"836",370,55,528259,2012-12-22,456203,"MALE","JD","other-service","wife",2015-02-17,"Vehicle Theft","No collision","Minor Damage","NC","Northbrook",6,"1",113,"Mercedes","ML350",2015,0
"837",257,43,797636,1992-05-19,468984,"FEMALE","JD","transport-moving","other-relative",2015-02-26,"Single Vehicle Collision","Rear Collision","Total Loss","VA","Northbend",0,"1",697,"Nissan","Pathfinder",2006,0
"838",9,24,326180,2002-05-25,473349,"FEMALE","PhD","machine-op-inspct","other-relative",2015-01-31,"Vehicle Theft","No collision","Trivial Damage","NC","Arlington",6,"1",69,"Audi","A5",2001,1
"839",185,34,620075,2010-04-21,474771,"FEMALE","PhD","armed-forces","husband",2015-02-27,"Multi-vehicle Collision","Side Collision","Major Damage","SC","Arlington",20,"3",273,"BMW","M5",2000,1
"840",234,43,965187,1990-03-26,448294,"MALE","Associate","protective-serv","own-child",2015-03-01,"Single Vehicle Collision","Rear Collision","Major Damage","SC","Northbrook",4,"1",279,"Dodge","Neon",2011,0
"841",253,44,516182,2007-05-12,606606,"FEMALE","High School","farming-fishing","own-child",2015-02-13,"Parked Car","No collision","Trivial Damage","SC","Arlington",9,"1",54,"Chevrolet","Malibu",1998,0
"842",233,39,728839,2001-01-02,605220,"MALE","JD","craft-repair","unmarried",2015-01-08,"Multi-vehicle Collision","Rear Collision","Minor Damage","SC","Northbrook",20,"3",246,"Saab","95",1999,0
"843",274,44,771509,2006-08-10,466612,"FEMALE","JD","tech-support","husband",2015-02-05,"Vehicle Theft","No collision","Minor Damage","WV","Springfield",7,"1",58,"BMW","X5",2000,0
"844",297,48,264221,2014-07-28,463331,"MALE","Masters","protective-serv","wife",2015-02-20,"Multi-vehicle Collision","Front Collision","Major Damage","NY","Springfield",18,"3",330,"Toyota","Corolla",2002,1
"845",273,47,602704,2011-09-27,457843,"FEMALE","Associate","prof-specialty","own-child",2015-01-24,"Multi-vehicle Collision","Side Collision","Minor Damage","VA","Northbrook",0,"3",169,"Jeep","Wrangler",2014,0
"846",147,37,672416,2013-04-20,609226,"FEMALE","Masters","armed-forces","own-child",2015-01-31,"Multi-vehicle Collision","Side Collision","Major Damage","SC","Columbus",11,"3",348,"Ford","Fusion",2015,1
"847",285,42,545506,1991-03-20,452942,"MALE","Associate","priv-house-serv","not-in-family",2015-01-23,"Single Vehicle Collision","Side Collision","Total Loss","VA","Hillsdale",13,"1",297,"Toyota","Corolla",2005,0
"848",289,43,777533,2002-12-21,609390,"FEMALE","Associate","sales","not-in-family",2015-01-11,"Multi-vehicle Collision","Side Collision","Minor Damage","NY","Riverwood",19,"3",524,"Jeep","Wrangler",2010,0
"849",427,60,953334,2005-12-03,446608,"MALE","MD","craft-repair","own-child",2015-02-20,"Single Vehicle Collision","Side Collision","Major Damage","NY","Springfield",23,"1",727,"Volkswagen","Jetta",2004,1
"850",380,53,369781,2011-05-25,602500,"MALE","Associate","priv-house-serv","wife",2015-02-24,"Parked Car","No collision","Trivial Damage","NC","Northbend",23,"1",62,"Saab","93",2001,0
"851",13,21,990998,2006-10-18,463809,"MALE","Associate","prof-specialty","not-in-family",2015-01-19,"Multi-vehicle Collision","Side Collision","Total Loss","NY","Hillsdale",19,"3",739,"Accura","RSX",2014,0
"852",282,43,982678,2006-07-19,611996,"MALE","MD","farming-fishing","not-in-family",2015-01-08,"Single Vehicle Collision","Side Collision","Major Damage","SC","Northbend",19,"1",223,"Audi","A5",2007,1
"853",312,47,646069,2002-06-08,459298,"FEMALE","MD","exec-managerial","wife",2015-03-01,"Multi-vehicle Collision","Side Collision","Total Loss","NY","Northbend",17,"3",350,"Mercedes","ML350",2000,0
"854",266,46,331683,2009-02-12,468158,"MALE","Associate","handlers-cleaners","husband",2015-01-21,"Single Vehicle Collision","Front Collision","Minor Damage","WV","Hillsdale",18,"1",685,"Nissan","Pathfinder",1996,0
"855",30,36,364055,2001-05-14,440831,"FEMALE","College","machine-op-inspct","wife",2015-02-28,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Northbrook",17,"3",372,"Saab","95",2008,0
"856",198,36,521854,2001-02-16,603848,"MALE","High School","armed-forces","own-child",2015-01-26,"Multi-vehicle Collision","Rear Collision","Total Loss","SC","Springfield",11,"3",253,"Audi","A3",2015,0
"857",290,45,737252,1993-11-18,617739,"MALE","Associate","tech-support","own-child",2015-01-31,"Multi-vehicle Collision","Side Collision","Minor Damage","WV","Northbend",22,"3",492,"Suburu","Impreza",2012,0
"858",260,46,344480,1990-02-18,607133,"MALE","MD","priv-house-serv","husband",2015-02-20,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Columbus",7,"1",463,"Toyota","Camry",2005,0
"859",233,43,898519,2000-05-21,437470,"FEMALE","College","tech-support","other-relative",2015-02-17,"Multi-vehicle Collision","Side Collision","Minor Damage","SC","Northbrook",17,"3",189,"Nissan","Pathfinder",2000,0
"860",130,30,957816,2012-08-26,461372,"MALE","PhD","exec-managerial","own-child",2015-02-02,"Multi-vehicle Collision","Side Collision","Total Loss","SC","Columbus",16,"3",247,"Suburu","Legacy",2005,0
"861",230,42,175960,2004-11-16,476130,"FEMALE","MD","adm-clerical","own-child",2015-02-06,"Multi-vehicle Collision","Rear Collision","Minor Damage","NY","Northbend",13,"3",382,"Accura","MDX",1999,0
"862",212,40,489618,2003-01-23,452438,"FEMALE","Masters","other-service","husband",2015-02-11,"Multi-vehicle Collision","Side Collision","Minor Damage","NY","Northbrook",17,"3",679,"Nissan","Pathfinder",2006,0
"863",299,44,717044,2008-11-07,460517,"FEMALE","College","other-service","other-relative",2015-01-25,"Single Vehicle Collision","Rear Collision","Minor Damage","WV","Springfield",3,"1",320,"Suburu","Impreza",2009,0
"864",91,26,101421,1999-10-19,444896,"FEMALE","Associate","armed-forces","other-relative",2015-02-23,"Multi-vehicle Collision","Front Collision","Minor Damage","SC","Arlington",15,"3",591,"Jeep","Wrangler",1996,0
"865",398,53,793948,1990-12-20,448722,"FEMALE","Associate","priv-house-serv","unmarried",2015-01-29,"Single Vehicle Collision","Front Collision","Total Loss","WV","Hillsdale",16,"1",230,"Toyota","Camry",2000,0
"866",218,43,737483,1996-02-14,477856,"FEMALE","Associate","priv-house-serv","other-relative",2015-01-02,"Single Vehicle Collision","Rear Collision","Major Damage","SC","Hillsdale",18,"1",517,"Dodge","RAM",2003,1
"867",152,33,695117,2001-06-10,617721,"FEMALE","JD","armed-forces","husband",2015-02-06,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Hillsdale",18,"1",460,"Accura","TL",2014,0
"868",212,39,167466,2010-03-17,454176,"FEMALE","JD","protective-serv","not-in-family",2015-02-14,"Multi-vehicle Collision","Rear Collision","Total Loss","NY","Riverwood",22,"2",390,"Dodge","RAM",2008,0
"869",242,44,664732,2003-07-30,618127,"FEMALE","College","priv-house-serv","other-relative",2015-02-04,"Multi-vehicle Collision","Front Collision","Minor Damage","SC","Springfield",15,"3",501,"Suburu","Forrestor",1999,1
"870",80,27,143038,2014-09-17,441923,"MALE","JD","farming-fishing","husband",2015-02-12,"Multi-vehicle Collision","Rear Collision","Major Damage","OH","Arlington",16,"3",178,"Ford","F150",2000,1
"871",260,43,979963,2009-06-03,604279,"FEMALE","JD","exec-managerial","not-in-family",2015-02-12,"Single Vehicle Collision","Front Collision","Total Loss","NY","Riverwood",18,"1",600,"Honda","CRV",2011,0
"872",133,34,467841,1994-10-11,440833,"FEMALE","JD","prof-specialty","husband",2015-01-28,"Parked Car","No collision","Minor Damage","WV","Northbend",8,"1",28,"Jeep","Wrangler",2013,0
"873",290,45,219028,1991-07-18,451550,"FEMALE","Associate","machine-op-inspct","wife",2015-01-10,"Multi-vehicle Collision","Side Collision","Major Damage","NY","Hillsdale",23,"3",296,"Ford","F150",2001,1
"874",322,49,130156,2001-09-24,431853,"FEMALE","PhD","armed-forces","own-child",2015-01-19,"Single Vehicle Collision","Rear Collision","Major Damage","WV","Hillsdale",18,"1",187,"Chevrolet","Malibu",2007,0
"875",228,39,762951,2012-09-19,614274,"FEMALE","JD","sales","husband",2015-01-19,"Single Vehicle Collision","Side Collision","Minor Damage","NC","Riverwood",10,"1",392,"Mercedes","ML350",1995,0
"876",195,37,376879,1991-07-11,619148,"MALE","MD","tech-support","unmarried",2015-01-28,"Single Vehicle Collision","Side Collision","Major Damage","SC","Arlington",12,"1",202,"Jeep","Wrangler",2002,1
"877",247,39,599031,1991-10-29,456781,"FEMALE","Masters","protective-serv","unmarried",2015-02-16,"Vehicle Theft","No collision","Trivial Damage","WV","Springfield",5,"1",103,"Saab","93",2000,0
"878",405,57,676255,1999-12-28,434293,"MALE","MD","priv-house-serv","other-relative",2015-01-08,"Multi-vehicle Collision","Front Collision","Total Loss","NY","Northbend",21,"3",424,"Saab","93",2008,0
